CEFR_Level,Text
B2,"Everyone is potentially a leader, the differences of being or not being a leader are the choices you make during the course of your life. This choices are not always made by yourself, your parents play a big role in this game. If your parents expend money with your education and you worth their money them you probably have three characteristics expected from a leader which are good education, commitment and honesty. As you can see the first characteristic (education) doesn't depend on you yourself. Surely education, commitment and honesty alone don't make you a leader, people shall follow you, to do that you shall be a good speaker and not least important a good listener. Leaders shall listen their subordinates, the leader is not the messiah who knows everything he is the one integrating the team and the best ideas usually doesn't come from the leader's mind but instead it is from the team player's mind. Being a leader who people revere and are in awe is not an easy task but if you work hard you can be one."
A2,"Yesterday, I went home for lunch, when I arrived home, I saw my door was broken. I went inside then I saw a mam turned window fled, he weared a gred jacket and a blue jeans, it seemed he had a gun, I called the police office, but the crime ran away, but luckly I didn't lose anything."
A1,"I can recommend W hotel. The hotel is right downtown. The rooms are very big and comfortable. There also have free WIFI in every rooms. Finally, it's near Taipei 101 you can go"
A2,"I worked for a company that made luxury clothing, 10 years ago. The clothes were very nice, but the employees weren't satisfied"
A1,Alice is my friend. She has long black hair and two black eyes. She is very hardworking and intelligent. She is very friendly to others. She always wears a smile on her face. I like her very much.
A1,Hello professor! My name's Thomaz. I'm 25 years old and you? What's your name? I'm very happy to learnirg english with you.
A1,"Hi, my room is finished. It's beautiful! It is my bedroom. There is my bed. It is very big and modern. It is opposite a window. Above the window there are red curtains. My walls are grey. There is a rug on the floor. So, near my desk there are green plants. I like to watch TV on my comfortable sofa. It is next to my desk. See you soon. Bye."
A1,"Hi,"
A2,"January 29, 2014 Dear Aunt, Thanks for inviting me and my baby for visiting your new house. Your new home is lovely! My son and I"
A1,I know a Chinese restaurant. It
B1,I just made a deal. I had a negotiation with
A2,"LAST MONDAY,"
A1,"Dear Ms Thomas, There are 13 computers and 16 keyboards in the office. Also, there are 16 headphones, 30 pens, 15 pencils, 12"
C1,As my country has a
A2,"I first met my close friend, Ali when I was in high school in Doha,"
A1,
A1,Hi! This is the menu ... starter: vegetables . The main food:chicken and rice. Dessert: Ice cream and cheese. welcome to my home in next week!
B1,I had
A1,The online catalog has
B1,To whom it may
B2,"It was a very interesting conference, and I made notes about how to be a good leader. Firstly, it's crucial to have a good work experience on it, and be ready to take calculate risks. You have to be able to weigh up the pros and cons, and ready to make difficult decisions. Although sometimes it's difficult, it's always important to take your responsibilites for your actions. Secondly, you have to set up a democratic system of involving staff in decision. You must be willing to listen to others. Always take control of a situation and be good at problem solving without lose sight of the big picture. Finally, you have to be clear when you set the goal, and consistent on whatever you say. Furthermore, a good leader should be reliable but flexible and open to change when necessary. Don't worry to make mistakes, you learn from them."
B2,"First property : Cottage - 200,000 Wonderful view, but not quite near the sea; Recently renovated with a new bathroom; Needs"
A1,From Tom Parker Head
A1,"Hi ! This is the menu . Chicken , vegetables, rice , ice cream and cheese"
A1,Good evening.
A2,I work at a bank. Our
A1,"My name''s Aluisio. I am twenty-eight years old. I am from Guranesia but i live in Sao Paulo, Brazil. I am a pilot. I am work at Gol company"
A2,"On Monday, 3th February 2014, in the Central Park, there"
B2,Last week we had a meeting in our office. The purpose of the meeting
A1,
B1,Hi my dear best friend
A2,I work in a newspaper office. I make English newspaper for middle school students.
A1,"Hi! My name is Luciano. I'm thirty four years old. I'm from Anapolis, Brazil. Nice to meet you. Bye"
A1,I
A1,Name: Paul
A1,"I'm Allan. I'm twenty-six years old. I'm from Brazil. My address is ## Apatita Street, Nova Lima. I'm a systems analyst and work in a bank. I very like my job."
A1,"hi luis carlos sorry, l'm very busy because l brush my teeth in the bathroom"
A2,I'm development manager in my company. In 2014 we have a lot of challenges. I'm not proposing a hiring freeze but I think we can do more with the actual staff. In this year to achieve our goals I propose two
B1,"Safety measures in case of a tsunami * If you hear an alarm, look at the evacuation map. * Get out of the hotel straight away. * Don't use the elevator. * If there is a tsunami watch, you will have two hours to get to safety. * Keep your radio tuned on. * Evacuate the area. * If a tsunami happened, don't go to the beach. * As there is flooding possible, don't get into basement. * Floods can cause a lot of water damage. Therefore don't drink contaminated water. * Move to higher grounds."
A1,"Good afternoon! My name's Irina. I'm from Ukraine (it's country, it writes without &quot;the&quot;). I speak Russian and Ukrainian. There are four people in my family: mother, father, sister and I. How many people are in your family? I like to eat delicious meal in good company. What do you like to eat? Thank you."
B1,"I'm very did ware because will hungry. The pollution is very bad for the health, the people will be sick"
A1,"Hi! My name's Aline. I'm 24. I from Brazil. My family have four people: my father, my mother, my sister and I. I like eating fruits and vegetables. I like playing tennis. Write to me! Aline"
A1,"Unfortunately, in my country, the price of everything is"
B1,"Rechale: NO10. ZHONGSHAN middle road ZhonShan district liupanshui city China I have been very dissappoint about Blue Cruise Alaska when we have begun the trip , we knew that it wasn't a cruise ship. in fact, it was a horrible, shabby little boat we have been promised that we can feel comfortable ,but the cabin was dirty and full of ants; beds were uncomfortable; bathroom were dirty and disgusting .actually, we have felt uncomfortable. the captain was unfriendly and unprofessional because he woke up late and the ship had problems with this engine we didn't see most of the wild animal world they were promised. we only have seen eagles. there were extra,hidden charges in the whole journey. I was not satifacted the company. hope for improving your customer survice. Nina"
B2,Hi Ian!
A1,My name is Maurcio (my friends say Mau). I have 28 years old. I like playing soccer and swimming. I don't like singning but I like dancing. I can't play golf and play chess. I can cook and play tennis.
A1,"Hi! Maria Nice to meet you! How are you? My name is Andy. I'm thirty-one, I'm from China. There are eight people in my family:my mother, father, uncle, grandfather, wife, son, brother and I. I live in Fujian with My wife and my son. My wife's name is Fei Yun, she is thirty, my son's name is Hao Dong, his is four. My mother is fifty-six and my father is fifty-eight, they live in Chongqing. My brother is thirty, he is lives in Shenzhen. My grandfather is seventy-six, my uncle is fourty-five. They live in Chongqing too. Bye! Andy"
A2,
A1,"In my country, the price of everything is going up. Food is very expensive (such as milk, meats, ...etc.), and the price of gasoline is increasing quickly. I don't know how people do it. The cost of living is very difficult. Just only the bread and season fruits are not expensive, but they are going up as well."
A1,Most people in my country love Soccer. In the summer the people
A1,"Hi Jane, let's go: Walk along Gold St. then turn right at London Rd. Turn right at Green Ave. My house is opposite the park. Is between the supermarket and the restaurant. Call me if you need. I hope you. Bye!"
A1,"Top wear, A pink sweater is for 8 dollar;An orange sweater is for 10 dollar; A dark gray shirt is for 8 dollar;A blue shirt is for 7 dollar. Dwon wear, A pink jeans is for 10 dollars;A gray pants is for 12 dollars. Bag; A dark yellow bag is for 20 dollars;A light yellow bag is for 20 dollars too. Shoes; Light blue shoes are for 16 dollars."
A1,Hi! I'm not exigent about clothes.
A1,In my city is a really good restaurant.
A1,Name: Lena Age: 10 Hair Color: Brown Eye Color: Brown Describe youself: I tall and slim. I am happy. Bey!
A2,My name is Carlos Lepe. I was born in 1959.
